seg_idx,t_start_s,t_end_s,t_start_device_ns,t_end_device_ns,transcript,gaze_yaw_mean_rad,gaze_pitch_mean_rad,gaze_depth_mean_m,gaze_yaw_std_rad,head_accel_mag_mean,head_gyro_mag_mean,gps_speed_mps,body_state,lat,lon,left_hand_visible_frac,right_hand_visible_frac,discourse_level,discourse_label,discourse_confidence,seg_dur_s,f0_mean_hz,f0_std_hz,f0_range_hz,voiced_frac,energy_mean,energy_std,pause_frac,ser_arousal,ser_dominance,ser_valence,lang,level,label,confidence,rationale
148,750.05,750.81,1209550220854,1210313220854,anche un fatto molto importante.,-0.4211,-0.1315,0.973,0.0818,10.029,1.2232,0.431,scanning,45.9524536,8.9281473,0.0,0.0,3,aside,0.9,0.76,190.7,11.0,37.4,1.0,0.00302,0.00036,0.0,0.3565,0.4015,0.3517,it,3,aside,0.9,"Filler phrase, meta-comment on importance."
149,750.85,751.86,1210353220854,1211356220854,"Noi siamo piccolini qui dentro, no?",-0.2618,0.0166,1.511,0.0292,9.993,0.4995,0.431,scanning,45.9524498,8.9281549,0.0,0.0,2,contextual,0.85,1.01,65.0,0.0,0.0,0.344,0.00302,0.00031,0.0,0.276,0.3249,0.5224,it,2,contextual,0.85,General observation/reflection on human scale within ecosystem.
150,755.27,760.89,1214774220854,1220393220854,e questo spazio che vedete è un classico delle faggete.,0.2166,-0.1458,0.777,0.1246,9.881,0.1651,0.426,dwelling,45.9524536,8.928153,0.193,0.246,1,concrete,1.0,5.62,238.0,39.8,148.4,0.494,0.00354,0.00067,0.0,0.5381,0.579,0.5877,it,1,concrete,1.0,Describes typical characteristic of beech forest.
151,762.6,766.96,1222102220854,1226459220854,"Sono come le persone che dicono non mi toccherai troppo, no?",0.2085,-0.1696,0.544,0.1627,9.898,0.1033,0.0,dwelling,45.952446,8.9281521,0.0,0.233,2,contextual,1.0,4.36,253.7,37.5,158.5,0.788,0.00395,0.00105,0.0,0.541,0.4985,0.4625,it,2,contextual,1.0,Metaphorical comparison of trees to people.
152,767.78,771.84,1227282220854,1231340220854,"Sono carine perché non stanno troppo vicino, loro non stanno mai troppo vicino.",-0.1166,-0.0683,1.194,0.0932,9.966,0.3996,0.074,scanning,45.952446,8.9281492,0.15,0.375,1,concrete,0.9,4.06,265.0,29.1,117.6,0.772,0.00397,0.00105,0.0,0.6395,0.604,0.5222,it,1,concrete,0.9,Describes observed spacing characteristic of trees.
153,772.42,773.91,1231923220854,1233408220854,"Vedi che lì c'è un'altra, poi c'è un'altra di là.",0.0724,-0.303,0.678,0.0849,9.955,0.0629,0.0,dwelling,45.952446,8.9281483,0.0,0.0,1,concrete,1.0,1.49,265.6,23.1,91.6,0.894,0.00355,0.00083,0.0,0.6354,0.6245,0.4115,it,1,concrete,1.0,Direct observation of trees' spatial arrangement.
154,773.93,777.82,1233428220854,1237319220854,Loro desiderano spazio e lo difendono chimicamente.,0.1984,-0.2491,0.631,0.1635,9.939,0.2319,0.0,dwelling,45.952446,8.9281483,0.0,0.0,1,concrete,1.0,3.89,235.6,49.1,242.5,0.738,0.0037,0.00125,0.0,0.5973,0.5997,0.6018,it,1,concrete,1.0,Explains chemical mechanism for tree spacing.
155,780.03,781.84,1239530220854,1241337220854,non permettono a un numero eccessivo di piante di crescere attaccate a loro.,0.0277,-0.3231,0.535,0.2022,9.95,0.119,0.0,dwelling,45.9524498,8.9281483,0.0,0.0,1,concrete,1.0,1.81,278.7,38.0,148.1,0.947,0.00574,0.00214,0.0,0.6296,0.6003,0.5351,it,1,concrete,1.0,Describes outcome of chemical defense mechanism.
156,785.99,786.7,1245493220854,1246196220854,invece il castagno è uno più,-0.0483,-0.2177,0.541,0.2119,9.982,0.2321,0.0,dwelling,45.9524498,8.9281492,0.0,0.0,1,concrete,1.0,0.71,271.8,30.4,92.9,0.739,0.00561,0.00213,0.0,0.6389,0.6444,0.6524,it,1,concrete,1.0,Introduces another tree species for comparison.
157,789.33,790.61,1248828220854,1250111220854,"popolare, va bene con tutti, è più amico.",-0.5318,-0.2745,0.758,0.0484,10.001,0.3413,0.0,scanning,45.9524498,8.9281492,0.0,0.0,1,concrete,1.0,1.28,219.1,18.9,50.3,0.683,0.00694,0.00329,0.0,0.6813,0.6608,0.6477,it,1,concrete,1.0,Describes ecological characteristic of chestnut tree.
158,795.2,795.66,1254701220854,1255162220854,Non ha questa gestione.,0.1201,-0.1889,0.754,0.0775,9.902,0.3171,0.0,scanning,45.9524498,8.9281483,0.0,0.0,1,concrete,1.0,0.46,253.0,25.1,64.0,0.867,0.00403,0.00167,0.0,0.5224,0.4677,0.532,it,1,concrete,1.0,Contrasts chestnut's behavior with beech trees.
159,795.68,796.4,1255182220854,1255904220854,"E ogni albero, ogni forma di vita?",0.1513,-0.1139,0.809,0.1295,9.869,0.4873,0.0,scanning,45.9524498,8.9281483,0.0,0.0,2,contextual,0.9,0.72,267.4,28.7,87.6,0.783,0.00619,0.00249,0.0,0.7725,0.7625,0.1589,it,2,contextual,0.9,"Rhetorical question, generalizing about life forms."
160,799.71,802.26,1259213220854,1261755220854,"Ha proprio questo suo carattere unico, no?",0.1179,-0.193,0.439,0.0789,9.941,0.193,0.0,dwelling,45.9524498,8.9281483,0.0,0.0,2,contextual,1.0,2.55,249.0,59.8,223.1,0.938,0.00437,0.0017,0.0,0.5258,0.5408,0.4599,it,2,contextual,1.0,Generalisation about unique character of life.
161,802.28,804.94,1261776220854,1264438220854,E della composizione di tutti questi viene fuori il carattere unico del bosco.,0.2034,-0.268,0.497,0.0501,9.937,0.081,0.0,dwelling,45.9524498,8.9281492,0.0,0.0,2,contextual,1.0,2.66,250.5,36.9,188.1,0.869,0.00429,0.00093,0.0,0.4749,0.5282,0.5794,it,2,contextual,1.0,Explains principle of forest character formation.
162,808.75,809.8,1268252220854,1269301220854,E noi di questo non sappiamo niente.,0.2269,-0.261,0.498,0.0221,9.915,0.1142,0.0,dwelling,45.9524498,8.9281492,0.0,0.0,3,aside,1.0,1.05,190.6,1.5,4.4,0.152,0.00266,0.00034,0.0,0.3702,0.4205,0.4325,it,3,aside,1.0,Expert's meta-commentary on human knowledge.
163,811.04,812.54,1270542220854,1272043220854,Noi viviamo in scatole di concreto e non sappiamo più niente.,-0.1136,-0.2152,0.644,0.3746,10.001,0.9207,0.0,scanning,45.9524498,8.9281492,0.0,0.0,3,aside,1.0,1.5,201.7,22.1,69.5,0.745,0.00271,0.00105,0.0,0.4418,0.4844,0.4184,it,3,aside,1.0,Social commentary about human disconnect from nature.
164,817.25,820.02,1276748220854,1279516220854,E questo è il motivo per cui è difficile per noi capire la conservazione dell'ambiente.,0.1216,-0.2111,0.42,0.1279,9.926,0.0678,0.0,dwelling,45.9524498,8.9281483,0.0,0.0,2,contextual,1.0,2.77,233.1,38.6,122.5,0.678,0.00342,0.00102,0.0,0.3888,0.4281,0.5207,it,2,contextual,1.0,Generalization about human understanding of conservation.
165,824.75,825.81,1284248220854,1285311220854,o entrare in contatto con il patrimonio naturale.,0.2459,-0.2292,0.447,0.0172,9.915,0.0602,0.0,dwelling,45.9524498,8.9281483,0.0,0.0,2,contextual,0.9,1.06,199.8,19.2,60.1,0.382,0.00391,0.00057,0.0,0.3791,0.3791,0.3014,it,2,contextual,0.9,General statement about natural interaction.
166,829.76,833.33,1289260220854,1292833220854,"bisogna sempre che mediamo con l'espressione umana di questo, no?",0.2817,-0.1875,0.629,0.187,9.92,0.1505,0.074,dwelling,45.952446,8.9281483,0.556,0.0,2,contextual,0.9,3.57,250.6,57.7,218.3,0.857,0.00472,0.00239,0.0,0.5684,0.5889,0.4906,it,2,contextual,0.9,General reflection on human-nature mediation.
167,834.36,839.63,1293856220854,1299125220854,"Invece non è così perché loro sono qui da un sacco di tempo, fanno l'acqua che noi beviamo,",0.0823,-0.2445,0.457,0.195,9.919,0.1379,0.914,walking,45.9524422,8.9281311,0.0,0.0,1,concrete,0.95,5.27,219.3,45.1,198.5,0.885,0.00451,0.00161,0.0,0.5637,0.5972,0.6848,it,1,concrete,0.95,"Explains natural function, water production."
168,840.03,841.88,1299530220854,1301379220854,"Noi abbiamo fatto una doccia a Lugano, tu a Zurigo, ma noi a Lugano?",0.2949,-0.2067,0.546,0.0433,9.918,0.0264,0.902,walking,45.9524269,8.9280844,0.0,0.0,2,contextual,0.8,1.85,235.9,38.3,180.7,0.862,0.00467,0.00187,0.0,0.5368,0.5325,0.5462,it,2,contextual,0.8,Personal anecdote illustrates water usage context.
169,844.13,846.28,1303631220854,1305776220854,Quell'acqua lì è grazie a questi che stanno lavorando tutto il giorno per noi gratis.,0.1673,-0.2004,0.46,0.0417,9.931,0.0362,0.657,walking,45.9524269,8.9280357,0.0,0.0,1,concrete,0.95,2.15,267.2,53.2,202.9,0.647,0.0052,0.00248,0.0,0.4793,0.5152,0.4745,it,1,concrete,0.95,Explains water source as natural service.
170,849.78,850.45,1309284220854,1309948220854,E noi non diciamo neanche grazie.,0.1289,-0.2178,0.481,0.005,9.914,0.2229,0.515,walking,45.9524231,8.9280148,0.0,0.0,2,contextual,0.9,0.67,,,,0.0,0.00349,0.00044,0.0,0.2844,0.3666,0.4201,it,2,contextual,0.9,General commentary on human gratitude.
171,853.9,854.34,1313401220854,1313842220854,i servizi ecologici si,-0.1194,-0.3944,0.546,0.1402,9.267,1.4941,0.368,scanning,45.9524193,8.9280014,0.0,0.0,3,aside,1.0,0.44,109.8,8.7,39.7,0.929,0.00825,0.00266,0.0,0.1289,0.2065,0.3967,it,3,aside,1.0,"Incomplete thought, procedural filler."
172,861.0,862.91,1320503220854,1322408220854,Ci siamo allontanati da cinque minuti dall'asfalto.,-0.114,-0.3644,0.626,0.2392,10.008,0.6916,0.0,scanning,45.9524155,8.9280205,0.0,0.105,1,concrete,0.95,1.91,290.6,28.3,97.9,0.617,0.0061,0.00151,0.0,0.5163,0.4888,0.4413,it,1,concrete,0.95,Concrete observation about immediate physical location.
173,862.93,863.47,1322428220854,1322969220854,È tutto diverso.,-0.1327,-0.3189,0.494,0.0975,9.431,0.3789,0.0,scanning,45.9524155,8.9280205,0.0,0.0,2,contextual,0.9,0.54,336.3,31.4,96.6,0.588,0.00465,0.00099,0.0,0.2751,0.3439,0.3078,it,2,contextual,0.9,Subjective generalization about environment change.
174,869.1,869.54,1328598220854,1329042220854,si o no?,-0.2444,-0.2104,0.729,0.0563,9.315,0.4607,1.29,walking,45.9523582,8.9280224,0.0,0.0,3,aside,1.0,0.44,,,,0.0,0.00349,0.00249,0.0,0.4585,0.4296,0.4378,it,3,aside,1.0,"Direct question, seeks listener engagement."
175,869.58,869.91,1329082220854,1329405220854,"si, bellissima",-0.0162,-0.161,0.964,0.0292,9.921,0.5576,1.29,walking,45.9523582,8.9280224,0.0,0.0,3,aside,1.0,0.33,243.0,11.9,36.0,1.0,0.00375,0.00112,0.0,,,,it,3,aside,1.0,Agreement or interjection.
176,870.03,871.45,1329530220854,1330951220854,Non ti viene da interromperla perché dobbiamo stare nella...,-0.0613,-0.0561,1.098,0.2103,9.809,0.511,1.29,walking,45.9523468,8.9280252,0.0,0.0,3,aside,0.95,1.42,234.0,58.2,194.4,0.733,0.00445,0.00045,0.0,0.6153,0.638,0.5298,it,3,aside,0.95,Procedural comment about conversation flow.
177,871.47,872.23,1330971220854,1331732220854,"Senti, sei in un'altra dimensione.",-0.0923,-0.2044,0.941,0.1525,10.019,0.7592,1.278,walking,45.952343,8.9280281,0.0,0.0,2,contextual,0.9,0.76,,,,0.0,0.00445,0.00063,0.0,0.6558,0.6143,0.6257,it,2,contextual,0.9,Subjective framing of the environment.
178,880.11,881.99,1339604220854,1341490220854,"Non vuol dire che non vogliamo parlare, ma che non dovremmo parlare tanto.",-0.4648,-0.2065,0.818,0.0894,9.898,0.6765,0.877,walking,45.9522705,8.9280319,0.0,0.053,3,aside,0.95,1.88,178.6,40.2,131.9,0.847,0.08496,0.08592,0.356,0.6341,0.5145,0.3611,it,3,aside,0.95,Metalinguistic comment about speaking.
179,885.74,886.5,1345241220854,1346004220854,Per informarvi che siamo appassionati.,-0.2836,0.0184,1.476,0.0576,10.118,0.6357,0.911,walking,45.9522552,8.9279861,0.125,0.125,2,contextual,0.85,0.76,250.4,2.4,5.8,0.167,0.00924,0.00263,0.0,0.6121,0.5807,0.6805,it,2,contextual,0.85,"Frames expert's motivation, context for walk."
180,893.17,893.77,1352666220854,1353271220854,"Sì sì va benissimo, sì sì sì.",0.1389,-0.4678,0.592,0.0704,9.661,0.6712,1.275,walking,45.9522057,8.9279451,0.0,0.0,3,aside,1.0,0.6,192.0,24.5,66.3,0.842,0.08923,0.03841,0.105,0.6121,0.5846,0.5074,it,3,aside,1.0,"Conversational filler, agreement"
181,900.03,900.57,1359530220854,1360071220854,Lo vedremo quando ritorno.,0.0656,-0.2309,1.197,0.1253,10.441,0.3585,0.426,scanning,45.9521713,8.9279413,0.0,0.0,3,aside,1.0,0.54,,,,0.0,0.00329,0.00183,0.0,0.433,0.4209,0.3536,it,3,aside,1.0,Procedural comment about future action
182,909.72,911.08,1369216220854,1370582220854,"di più degli edifici, questa frase qui va compresa.",-0.2835,-0.2496,0.49,0.2098,10.042,0.6828,1.126,walking,45.9521255,8.9278946,0.0,0.0,3,aside,0.9,1.36,,,,0.0,0.00413,0.00153,0.0,0.451,0.4506,0.4637,it,3,aside,0.9,"Introduces idea, meta-commentary"
183,914.8,915.62,1374299220854,1375120220854,I cammini durano di più degli edifici.,-0.1963,-0.3001,0.506,0.0415,10.112,0.4338,0.848,walking,45.952095,8.9278793,0.0,0.0,2,contextual,1.0,0.82,,,,0.0,0.00261,0.00049,0.0,0.5424,0.4953,0.4482,it,2,contextual,1.0,General principle about paths' endurance
184,919.69,922.88,1379187220854,1382380220854,"che è una frase che per un architetto è drammatica, siamo già due.",-0.0903,-0.2996,0.545,0.1757,9.809,0.7033,1.225,walking,45.952034,8.9278278,0.0,0.0,3,aside,1.0,3.19,,,,0.0,0.00738,0.00168,0.0,0.6708,0.6412,0.6833,it,3,aside,1.0,"Humorous, self-referential comment"
185,923.08,927.83,1382581220854,1387324220854,"Stesi per terra dal dispiacere, tutta la vita disegnando volumi, ma la strada dura di più.",-0.3598,-0.1557,0.759,0.3004,9.978,0.6762,0.614,walking,45.9520264,8.9277887,0.0,0.0,3,aside,1.0,4.75,238.7,56.3,256.4,0.819,0.00632,0.00369,0.013,0.664,0.6426,0.7429,it,3,aside,1.0,Elaborates on previous humorous comment
186,930.03,930.85,1389530220854,1390351220854,"Esistono cammini molto, molto antichi.",-0.2641,-0.2152,0.589,0.2661,9.955,0.7918,0.442,scanning,45.9520226,8.9277544,0.125,0.0,2,contextual,1.0,0.82,260.9,47.8,144.1,1.0,0.00474,0.00132,0.0,0.5954,0.562,0.3959,it,2,contextual,1.0,General statement about ancient paths
187,930.89,931.53,1390391220854,1391031220854,Esistono cammini neolitici.,-0.5748,-0.1255,0.648,0.0269,10.094,0.3396,0.421,scanning,45.9520226,8.9277525,0.0,0.0,2,contextual,1.0,0.64,252.1,53.7,144.2,1.0,0.0042,0.00132,0.0,0.5918,0.5782,0.5426,it,2,contextual,1.0,"Specific historical context, not concrete instance"
188,931.55,932.91,1391051220854,1392412220854,"Non so, pensa alla rete di cammini in Italia, la Via Appia.",-0.4374,-0.1607,0.863,0.2695,10.115,0.577,0.147,scanning,45.9520226,8.9277525,0.0,0.0,2,contextual,0.9,1.36,201.0,0.9,2.3,0.116,0.00491,0.00233,0.0,0.5573,0.5329,0.5038,it,2,contextual,0.9,Concrete example supporting contextual point
189,937.82,938.12,1397316220854,1397617220854,Esiste ancora?,-0.1893,-0.1367,0.715,0.3331,10.859,1.0515,0.45,scanning,45.9520111,8.9277458,0.0,0.0,3,aside,1.0,0.3,,,,0.0,0.00404,0.00066,0.0,,,,it,3,aside,1.0,"Rhetorical question, engaging audience"
190,938.14,939.22,1397637220854,1398722220854,"E tutti questi cammini, il cammino di Santiago?",-0.5864,-0.1453,0.669,0.0542,9.872,0.6293,1.032,walking,45.9519997,8.9277363,0.0,0.0,3,aside,1.0,1.08,,,,0.0,0.00423,0.00162,0.0,0.4474,0.453,0.5021,it,3,aside,1.0,"Rhetorical question, introduces example"
191,943.48,943.68,1402979220854,1403179220854,Ancora lì.,-0.2876,-0.1068,0.585,0.0696,8.483,1.5571,1.279,walking,45.9519539,8.9276905,0.0,0.0,2,contextual,1.0,0.2,,,,0.0,0.00355,0.00065,0.0,,,,it,2,contextual,1.0,"Confirms longevity, supports general point"
192,943.7,943.84,1403199220854,1403340220854,Perché?,-0.4004,-0.1471,0.451,0.0,9.3,1.0376,1.279,walking,45.9519539,8.9276905,0.0,0.0,3,aside,1.0,0.14,218.8,7.3,19.3,1.0,0.00429,0.00065,0.0,,,,it,3,aside,1.0,"Rhetorical question, setting up explanation"
193,943.86,946.57,1403360220854,1406065220854,Perché la capacità di orientare il movimento degli animali,-0.3977,-0.1659,0.514,0.2292,10.027,0.5455,0.863,walking,45.951931,8.9276867,0.0,0.0,1,concrete,1.0,2.71,275.2,52.1,167.2,0.376,0.00507,0.00192,0.0,0.7023,0.6514,0.7034,it,1,concrete,1.0,Explains fundamental mechanism of paths
194,951.07,952.5,1410573220854,1411997220854,e degli esseri umani nello spazio è una facoltà,-0.0509,-0.2179,0.691,0.3086,9.992,0.8853,0.221,scanning,45.9519157,8.9276581,0.0,0.0,1,concrete,1.0,1.43,239.8,18.5,62.2,0.756,0.00437,0.00085,0.0,0.5314,0.5727,0.6157,it,1,concrete,1.0,Continues explaining fundamental mechanism
195,955.39,957.26,1414887220854,1416755220854,necessaria e molto antica.,-0.3514,-0.1617,0.788,0.2121,10.011,0.5587,0.916,walking,45.9519043,8.9276285,0.0,0.0,2,contextual,0.9,1.87,309.6,52.6,154.8,0.661,0.00458,0.00209,0.0,0.5327,0.5291,0.5099,it,2,contextual,0.9,Generalization about a skill's importance and age.
196,957.3,957.92,1416795220854,1417417220854,Viene ancora prima di,0.024,-0.166,0.814,0.0878,10.194,0.4988,0.916,walking,45.9519005,8.9276237,0.0,0.0,2,contextual,0.9,0.62,222.9,42.2,126.0,0.9,0.00398,0.00072,0.0,0.4425,0.4996,0.4537,it,2,contextual,0.9,Continuation of generalization about a skill's fundamental nature.
197,960.03,960.39,1419530220854,1419892220854,costruire edifici.,-0.5725,-0.2746,0.46,0.0978,9.881,0.4573,0.812,walking,45.9518929,8.9275961,0.0,0.0,2,contextual,0.9,0.36,204.2,11.5,47.5,1.0,0.00352,0.00043,0.0,,,,it,2,contextual,0.9,Continuation of generalization about a skill's fundamental nature.
198,962.12,963.85,1421622220854,1423346220854,"Sapersi orientare significa capire che qui c'è una serie, una famiglia di faggi.",-0.0307,-0.1305,1.038,0.1367,10.018,0.4476,0.516,walking,45.9518852,8.9275913,0.0,0.0,1,concrete,1.0,1.73,259.9,63.6,237.2,0.945,0.00421,0.00159,0.0,0.6004,0.6129,0.6641,it,1,concrete,1.0,Defines core skill using a concrete example.
199,968.96,969.72,1428457220854,1429221220854,Mi mettono delle fritture che io odio.,-0.5013,-0.2772,0.478,0.0443,10.029,0.5592,0.959,walking,45.9518623,8.9275532,0.0,0.0,3,aside,1.0,0.76,316.2,36.9,118.1,0.875,0.00344,0.0008,0.0,0.6069,0.5413,0.4822,it,3,aside,1.0,Off-topic personal comment.
200,969.74,969.96,1429242220854,1429463220854,Potrebbero.,-0.3777,-0.1709,0.526,0.0184,10.558,0.5934,0.959,walking,45.9518623,8.9275532,0.0,0.0,3,aside,0.8,0.22,244.7,7.9,21.5,1.0,0.00279,0.00014,0.0,,,,it,3,aside,0.8,"Short, decontextualized interjection, likely off-topic."
201,973.04,973.88,1432541220854,1433383220854,C'è un tatuaggio involontario.,0.1651,-0.2674,0.587,0.0635,9.852,0.2799,0.073,scanning,45.95187,8.9275541,0.0,0.0,3,aside,1.0,0.84,,,,0.0,0.008,0.00455,0.074,0.7718,0.7032,0.6159,it,3,aside,1.0,Off-topic personal observation.
202,973.9,976.69,1433403220854,1436189220854,Secondo voi è necessario capire,-0.0152,-0.2795,0.634,0.0727,9.938,0.439,0.147,scanning,45.95187,8.9275541,0.0,0.0,3,aside,1.0,2.79,230.2,51.4,196.3,0.943,0.00521,0.00169,0.0,0.707,0.6797,0.7907,it,3,aside,1.0,"Rhetorical question, engaging audience."
203,981.56,982.04,1441062220854,1441544220854,no veramente secondo voi,0.165,-0.2186,0.957,0.3127,10.041,1.9657,0.516,walking,45.9518623,8.9275703,0.0,0.0,3,aside,1.0,0.48,122.0,2.9,12.2,1.0,0.02467,0.0058,0.0,0.16,0.1475,0.3801,it,3,aside,1.0,"Rhetorical question, emphasizing a point."
204,985.99,987.65,1445484220854,1447153220854,è così dubbioso dove sia la questione?,0.0586,-0.2208,0.959,0.3639,9.996,1.1159,0.295,scanning,45.9518394,8.9275646,0.0,0.0,3,aside,1.0,1.66,234.8,33.7,99.9,0.712,0.00779,0.0046,0.0,0.6671,0.6349,0.6482,it,3,aside,1.0,"Rhetorical question, engaging audience."
205,990.88,991.46,1450374220854,1450957220854,"Siamo idioti, non so...",-0.2011,-0.394,0.433,0.0242,10.006,0.3333,0.449,scanning,45.9518318,8.927556,0.0,0.0,3,aside,1.0,0.58,137.3,4.9,19.3,0.737,0.0295,0.02266,0.211,0.4639,0.4764,0.5045,it,3,aside,1.0,"Self-deprecating comment, an aside."
206,994.87,1001.95,1454373220854,1461445220854,che questo esista ancora una volta indica quello che provavo a dire dall'inizio noi abbiamo dimenticato,-0.1998,-0.2208,0.564,0.0883,9.895,0.1909,0.613,walking,45.9517975,8.9275827,0.0,0.507,2,contextual,1.0,7.08,243.0,48.0,206.2,0.815,0.0055,0.00242,0.0,0.592,0.579,0.5895,it,2,contextual,1.0,"Generalization about lost societal capacity, framing."
207,1002.09,1008.75,1461585220854,1468244220854,una capacità che abbiamo che è quella di riconoscere un cammino e seguirlo e fare questo,-0.2591,-0.1808,0.564,0.0852,9.903,0.1668,0.449,dwelling,45.9518166,8.9276438,0.0,0.015,2,contextual,1.0,6.66,235.6,51.5,230.5,0.608,0.00414,0.00333,0.23,0.4757,0.5125,0.5384,it,2,contextual,1.0,Generalization about lost societal capacity.
208,1008.78,1015.06,1468284220854,1474561220854,io manderei i bambini delle elementari una volta alla settimana a fare un percorso in qualche bosco ogni volta un pezzettino diverso,-0.1913,-0.2073,0.544,0.2892,9.953,0.4954,1.107,walking,45.9518204,8.9276333,0.0,0.032,2,contextual,1.0,6.28,261.2,41.1,182.8,0.736,0.00458,0.00173,0.0,0.6381,0.5842,0.5876,it,2,contextual,1.0,"Pedagogical recommendation, contextual solution."
209,1016.65,1019.87,1476146220854,1479365220854,Quando sono arrivati a 10 anni sanno già tutto il bosco.,-0.4246,-0.166,0.641,0.0587,9.941,0.4643,0.564,walking,45.9517899,8.9275837,0.0,0.031,2,contextual,1.0,3.22,183.8,101.8,290.2,0.812,0.0062,0.00304,0.0,0.5768,0.5534,0.7326,it,2,contextual,1.0,"Pedagogical recommendation, contextual solution."
210,1020.28,1022.07,1479783220854,1481567220854,...che si trova certamente sul Monte San Giorgio e probabilmente un po' anche qua...,0.286,-0.1756,1.086,0.2155,9.938,0.6244,0.668,walking,45.9517822,8.9275723,0.0,0.235,1,concrete,0.9,1.79,109.8,11.3,30.2,0.232,0.00679,0.00719,0.232,0.3959,0.3507,0.5804,it,1,concrete,0.9,Identifies location of key feature.
211,1028.28,1029.23,1487782220853,1488730220854,Ovviamente.,-0.1575,-0.1513,0.949,0.1159,9.886,0.4454,0.962,walking,45.9517288,8.9275007,0.0,0.0,3,aside,1.0,0.95,65.0,0.0,0.0,0.267,0.00287,0.00182,0.0,0.4787,0.4195,0.3601,it,3,aside,1.0,Filler word.
212,1031.84,1034.73,1491342220854,1494228220854,costruiva cammini seguendo gli animali.,-0.2093,-0.2292,0.692,0.3342,9.841,0.6642,1.277,walking,45.9516983,8.9274559,0.0,0.0,2,contextual,0.9,2.89,192.8,107.9,329.1,0.637,0.00677,0.00571,0.055,0.5048,0.4723,0.517,it,2,contextual,0.9,General principle of path formation.
213,1036.97,1043.31,1496472220854,1502807220854,Gli animali andavano a cercare per esempio la determinata maturazione di alcuni frutti,-0.1658,-0.2046,0.768,0.3312,9.984,0.6539,0.738,walking,45.9516602,8.9274054,0.0,0.0,2,contextual,0.9,6.34,256.3,41.3,185.6,0.588,0.00555,0.00285,0.0,0.5615,0.5315,0.5875,it,2,contextual,0.9,Context for animal path-making behavior.
214,1045.97,1047.56,1505474220853,1507059220854,in certi punti del bosco.,-0.3409,-0.2362,0.858,0.0433,9.841,0.6654,0.59,walking,45.9516525,8.9273443,0.0,0.062,2,contextual,0.9,1.59,315.7,28.2,68.4,0.18,0.00496,0.00154,0.0,0.5047,0.4999,0.5862,it,2,contextual,0.9,Specific detail for animal behavior context.
215,1047.58,1049.87,1507079220853,1509366220854,Quindi i percorsi non nascono solo grazie,-0.1644,-0.2176,0.834,0.1749,10.009,0.4777,0.517,walking,45.9516487,8.9273262,0.0,0.0,2,contextual,0.9,2.29,317.0,61.2,156.0,0.403,0.00503,0.00079,0.0,0.5582,0.5484,0.4297,it,2,contextual,0.9,Introduces nuanced explanation of path origins.
216,1050.03,1050.35,1509530220854,1509852220854,disegno umano.,-0.5167,-0.1942,0.578,0.0208,9.91,0.2684,0.37,scanning,45.9516487,8.9273186,0.0,0.0,2,contextual,0.9,0.32,68.4,2.9,8.0,1.0,0.01036,0.00204,0.0,,,,it,2,contextual,0.9,Completes contextual explanation of path origins.
217,1050.39,1050.82,1509892220854,1510315220854,"Nascono quelli là,",-0.453,-0.288,0.864,0.0122,9.714,0.3874,0.37,scanning,45.9516487,8.9273186,0.0,0.0,2,contextual,0.9,0.43,,,,0.0,0.00462,0.00207,0.0,0.5479,0.4915,0.5125,it,2,contextual,0.9,"Transition, continues explanation of path origins."
218,1053.84,1056.21,1513339220853,1515708220854,a causa della rete che l'idrografia ha generato,-0.1237,-0.3438,0.602,0.1222,9.967,0.4262,0.787,walking,45.9516373,8.927289,0.0,0.0,2,contextual,0.9,2.37,222.8,18.4,48.6,0.16,0.00465,0.00126,0.0,0.4974,0.4815,0.5374,it,2,contextual,0.9,Explains general geomorphological influence on paths.
219,1062.1,1066.8,1521596220854,1526297220854,si consolidano con il movimento degli animali.,-0.2115,-0.2377,0.569,0.2321,9.902,0.7634,0.728,walking,45.951561,8.9272404,0.0,0.149,2,contextual,0.9,4.7,219.1,100.9,313.5,0.408,0.00478,0.00223,0.0,0.5194,0.5382,0.5796,it,2,contextual,0.9,General explanation of path consolidation process.
220,1067.97,1072.57,1527468220854,1532065220854,che attrae gli animali e li dirige concentra le piante in certe zone.,-0.3018,-0.1565,0.697,0.2224,9.937,0.5411,1.057,walking,45.9515381,8.9271727,0.0,0.174,2,contextual,0.9,4.6,253.7,23.5,80.0,0.139,0.00536,0.00177,0.0,0.5098,0.5164,0.6479,it,2,contextual,0.9,Describes environmental influence on animals and plants.
221,1073.35,1077.36,1532847220854,1536859220853,e non solo grazie a questa città vegetale che cresce intorno a noi,-0.1015,-0.2343,1.113,0.2938,9.993,0.4785,0.591,walking,45.9515419,8.9271364,0.0,0.0,2,contextual,0.9,4.01,96.9,56.4,146.2,0.381,0.00516,0.00176,0.0,0.5176,0.5377,0.3843,it,2,contextual,0.9,General framing of surrounding vegetation.
222,1080.03,1081.03,1539530220854,1540531220853,ma anche grazie alla composizione del terreno.,-0.0844,-0.1787,0.61,0.157,9.84,0.4963,0.812,walking,45.9515266,8.9270935,0.0,0.0,2,contextual,0.9,1.0,209.5,3.9,13.3,0.312,0.00469,0.00092,0.0,0.6723,0.6408,0.1872,it,2,contextual,0.9,Introduces general geological influencing factor.
