seg_idx,t_start_s,t_end_s,t_start_device_ns,t_end_device_ns,transcript,gaze_yaw_mean_rad,gaze_pitch_mean_rad,gaze_depth_mean_m,gaze_yaw_std_rad,head_accel_mag_mean,head_gyro_mag_mean,gps_speed_mps,body_state,lat,lon,left_hand_visible_frac,right_hand_visible_frac,discourse_level,discourse_label,discourse_confidence,seg_dur_s,f0_mean_hz,f0_std_hz,f0_range_hz,voiced_frac,energy_mean,energy_std,pause_frac,ser_arousal,ser_dominance,ser_valence,lang,level,label,confidence,rationale
446,2248.93,2249.97,5667396257012,5668437257012,"Total, pusieron palmas por todos lados.",0.0264,-0.2635,2.706,0.1509,9.945,0.5588,0.0,scanning,45.9560661,8.9336243,0.0,0.364,2,contextual,0.85,1.04,72.2,2.8,10.6,0.576,0.00234,0.00044,0.0,0.4516,0.4601,0.5255,es,2,contextual,0.85,Resulting action derived from historical context.
447,2250.03,2250.47,5668501257012,5668942257012,Porque además crecían.,-0.0902,-0.2508,2.119,0.2251,9.897,0.5881,0.0,scanning,45.9560661,8.9336243,0.0,0.2,2,contextual,0.9,0.44,276.8,16.3,47.0,0.643,0.00311,0.00079,0.0,0.5425,0.4851,0.4459,es,2,contextual,0.9,Additional contextual reason for the action.
448,2250.49,2252.94,5668962257012,5671408257012,Porque así había bastante sol como para que crecieran.,-0.1492,-0.2353,0.708,0.1324,9.986,0.5125,0.0,scanning,45.9560661,8.9336243,0.0,0.0,2,contextual,0.9,2.45,311.7,31.3,100.1,0.26,0.00252,0.00154,0.0,0.6304,0.6481,0.7082,es,2,contextual,0.9,Contextual detail explaining growth conditions.
449,2253.18,2253.64,5671648257012,5672109257012,La palma,-0.4083,-0.1435,0.633,0.1072,10.254,0.3425,0.0,scanning,45.9560661,8.9336252,0.0,0.0,1,concrete,0.95,0.46,260.9,44.3,112.8,1.0,0.0029,0.0009,0.0,0.6433,0.6032,0.4972,es,1,concrete,0.95,Naming or referencing the specific object: the palm.
450,2257.41,2265.37,5675878257012,5683837257012,"está acostumbrada, y este tipo de palma que es la palma de Fortuny, está acostumbrada a chupar las raíces desde muy fondo.",-0.1917,-0.2457,0.589,0.3545,9.967,0.4992,0.0,scanning,45.9560661,8.9336252,0.0,0.1,1,concrete,0.9,7.96,239.3,41.7,235.4,0.839,0.00202,0.00102,0.008,0.5852,0.6023,0.6089,es,1,concrete,0.9,Explains how the palm works
451,2265.39,2266.65,5683857257012,5685119257012,y muy rápida porque es desértica.,-0.3816,-0.2931,0.45,0.0548,9.943,0.1153,0.0,dwelling,45.9560661,8.9336252,0.0,0.25,1,concrete,0.9,1.26,199.8,84.7,212.0,0.625,0.00213,0.00146,0.0,0.6709,0.662,0.4928,es,1,concrete,0.9,Describes a characteristic of the palm
452,2266.67,2268.99,5685139257012,5687464257012,El resultado es que ella se come todo el sotobosque.,-0.3727,-0.3275,0.506,0.0647,9.891,0.1346,0.0,dwelling,45.9560661,8.9336252,0.0,0.783,1,concrete,0.9,2.32,258.4,39.1,149.7,0.616,0.00188,0.00093,0.0,0.4939,0.5086,0.4431,es,1,concrete,0.9,Describes the concrete effect of the palm
453,2271.38,2277.91,5689848257012,5696380257012,"Si no tienes otro bosque, no crecen las florecitas y las plantitas que hemos visto allá.",0.0023,-0.2598,0.691,0.3701,9.993,0.6705,0.0,scanning,45.9560661,8.9336252,0.0,0.277,1,concrete,0.9,6.53,260.4,56.9,228.4,0.556,0.00148,0.00068,0.02,0.4837,0.5084,0.4657,es,1,concrete,0.9,Explains a concrete ecological consequence
454,2278.01,2278.64,5696480257012,5697105257012,"Si no crecen las plantitas,",0.0361,-0.001,0.768,0.0222,10.028,0.1263,0.0,dwelling,45.9560661,8.9336262,0.0,0.0,1,concrete,0.9,0.63,,,,0.0,0.00077,0.00047,0.0,0.4181,0.417,0.3405,es,1,concrete,0.9,Continues concrete ecological chain
455,2280.03,2281.45,5698501257012,5699925257012,"No vienen los insectos, sino vienen los roedores.",-0.419,-0.2634,0.719,0.0979,9.935,0.0758,0.0,dwelling,45.9560661,8.9336262,0.0,0.0,1,concrete,0.9,1.42,154.0,70.3,158.7,0.756,0.00171,0.00054,0.0,0.3859,0.4436,0.2895,es,1,concrete,0.9,Continues concrete ecological chain
456,2282.08,2286.13,5700547257012,5704598257012,"Si no vienen esos dos, no vienen los pequeños animales.",-0.4668,-0.2702,0.828,0.1082,9.94,0.103,0.0,dwelling,45.9560661,8.9336262,0.0,0.2,1,concrete,0.9,4.05,291.2,55.7,170.9,0.425,0.00237,0.00063,0.0,0.4956,0.5219,0.4483,es,1,concrete,0.9,Continues concrete ecological chain
457,2286.63,2288.82,5705099257012,5707289257012,Y así se rompe toda la cadena por una planta.,-0.4478,-0.2869,0.577,0.0526,9.942,0.1174,0.0,dwelling,45.9560661,8.9336252,0.0,0.0,1,concrete,0.9,2.19,260.7,63.6,217.2,0.333,0.0022,0.00052,0.0,0.5526,0.5331,0.679,es,1,concrete,0.9,Summarizes the concrete ecological impact
458,2294.49,2295.94,5712963257012,5714407257012,¿Por qué la ponen?,0.2143,-0.2043,0.867,0.2544,9.986,0.5864,0.0,scanning,45.9560661,8.9336262,0.0,0.0,2,contextual,0.8,1.45,371.2,23.7,65.7,0.457,0.00178,0.00047,0.0,0.6318,0.5836,0.586,es,2,contextual,0.8,Asks for contextual reason for human action
459,2295.98,2296.6,5714447257012,5715068257012,Porque es lindo.,-0.5675,-0.2341,0.709,0.1838,10.029,1.106,0.0,scanning,45.9560661,8.9336262,0.0,0.0,2,contextual,0.8,0.62,260.4,42.4,128.9,0.95,0.00168,0.00021,0.0,0.612,0.5726,0.6258,es,2,contextual,0.8,Provides contextual reason for human action
460,2296.62,2297.14,5715088257012,5715609257012,"Caramba, pone otra.",-0.2056,-0.2353,1.757,0.1272,10.038,0.6955,0.0,scanning,45.9560661,8.9336262,0.0,0.6,3,aside,0.9,0.52,287.9,50.6,148.0,0.941,0.00373,0.0023,0.118,0.7087,0.6369,0.6672,es,3,aside,0.9,"Personal interjection, opinion, suggestion"
461,2297.2,2297.64,5715670257012,5716111257012,Pone otra.,0.1991,-0.3065,1.574,0.0737,9.939,0.4342,0.0,scanning,45.9560661,8.9336262,0.0,0.0,3,aside,0.9,0.44,248.4,14.1,43.6,0.929,0.00237,0.0008,0.0,0.4394,0.4391,0.5596,es,3,aside,0.9,"Personal interjection, opinion, suggestion"
462,2297.66,2298.2,5716131257012,5716672257012,¿Qué te cuesta?,-0.3019,-0.1304,1.594,0.0592,10.02,1.2899,0.0,scanning,45.9560661,8.9336262,0.0,0.0,3,aside,0.9,0.54,315.4,29.4,109.9,0.647,0.00144,0.00048,0.0,0.6576,0.599,0.7064,es,3,aside,0.9,"Rhetorical question, expressive comment"
463,2302.27,2308.78,5720742257012,5727255257012,"Eso, por ejemplo, es un tema importantísimo con lo cual hay que hablar con los restaurantes,",0.0269,-0.2163,1.844,0.3416,10.187,1.5256,0.517,walking,45.9560585,8.9336224,0.0,0.0,2,contextual,0.8,6.51,270.6,48.7,208.1,0.716,0.00141,0.0005,0.0,0.4609,0.471,0.4819,es,2,contextual,0.8,"Generalizes problem, frames course of action"
464,2310.03,2316.03,5728501257012,5734495257012,"con los hoteles, ayudarles, o sea, no hacerle ver que lo han hecho todo mal, aun si sabemos que lo han",-0.1819,-0.2213,1.747,0.2784,10.065,0.5619,0.897,walking,45.9560089,8.9335976,0.0,0.0,2,contextual,0.8,6.0,231.0,79.1,298.5,0.681,0.00209,0.00088,0.032,0.5169,0.538,0.4818,es,2,contextual,0.8,Discusses strategy for broader issue
465,2318.03,2318.53,5736500257012,5737003257012,A que cambien.,-0.0335,-0.1353,1.963,0.0138,10.824,0.332,0.854,walking,45.9559708,8.9335794,0.0,0.0,2,contextual,0.8,0.5,65.0,0.0,0.0,1.0,0.00308,0.00123,0.0,0.4499,0.4576,0.4329,es,2,contextual,0.8,General observation about environmental change.
466,2323.99,2327.68,5742460257012,5746147257012,"Además, hay una cantidad de flora acá fenomenal de la cual hemos hablado de dos o tres visibles.",0.0029,-0.2221,1.264,0.3312,10.027,1.0722,0.519,walking,45.9559174,8.933548,0.0,0.0,1,concrete,1.0,3.69,280.8,49.6,202.4,0.784,0.00194,0.0006,0.0,0.6568,0.6298,0.6451,es,1,concrete,1.0,Describes specific natural features (flora).
467,2331.66,2337.8,5750135257012,5756269257012,Pero hay muchísimas flores maravillosas que crecen en cualquier momento del año.,-0.1259,-0.3764,1.168,0.2024,9.933,0.5834,0.479,scanning,45.9558754,8.9335299,0.0,0.0,1,concrete,1.0,6.14,253.8,47.5,207.9,0.917,0.00153,0.00062,0.0,0.6083,0.6111,0.4799,es,1,concrete,1.0,Describes specific natural features (flowers).
468,2337.84,2339.66,5756309257012,5758133257012,"Hay árboles lindísimos que puedes plantar, puedes explicar.",-0.2621,-0.3771,0.54,0.0588,10.172,0.4347,0.879,walking,45.9558449,8.9335203,0.0,0.0,1,concrete,1.0,1.82,254.4,30.3,148.5,0.789,0.0013,0.00038,0.0,0.5935,0.5777,0.6212,es,1,concrete,1.0,Describes specific natural features (trees).
469,2339.68,2339.92,5758155257012,5758394257012,Gracias.,-0.2709,-0.3355,0.549,0.0181,8.619,0.4435,0.865,walking,45.9558372,8.9335136,0.0,0.0,3,aside,1.0,0.24,,,,0.0,0.00071,0.00014,0.0,,,,es,3,aside,1.0,"Polite interjection, off-topic chatter."
470,2340.03,2343.76,5758501257012,5762229257012,puedes contar la historia del bosque a la gente que vaya a comer.,-0.118,-0.2462,1.014,0.1964,10.031,0.5489,0.847,walking,45.9558296,8.9335032,0.0,0.0,2,contextual,0.9,3.73,304.8,38.9,157.0,0.915,0.00191,0.00069,0.0,0.6759,0.6557,0.6771,es,2,contextual,0.9,Application of contextual information (history).
471,2343.78,2346.2,5762249257012,5764674257012,"O sea, todo lo que yo he dicho caminando,",-0.1957,-0.2978,0.857,0.1462,10.079,0.4506,0.726,walking,45.955822,8.9334764,0.0,0.0,3,aside,1.0,2.42,308.0,40.9,144.7,0.592,0.0011,0.00045,0.0,0.62,0.5812,0.4259,es,3,aside,1.0,Metalinguistic comment about speaker's own discourse.
472,2347.51,2352.69,5765977257012,5771162257012,podría ser puesto en el jardín de los restaurantes y de los supermercados.,-0.0155,-0.1796,0.914,0.1912,10.071,0.4456,0.56,walking,45.9557991,8.9334555,0.0,0.0,2,contextual,0.9,5.18,317.3,36.1,138.6,0.296,0.0016,0.00069,0.006,0.5288,0.5272,0.4488,es,2,contextual,0.9,Framing/application of previous concrete information.
473,2356.4,2359.41,5774870257012,5777883257012,"Aquí hay una iglesia que a mí me fascina, que no hemos visto y no vamos a ver adentro.",0.0816,-0.1929,0.869,0.2524,10.119,1.1996,0.617,walking,45.9557648,8.9334116,0.0,0.0,1,concrete,1.0,3.01,275.5,28.0,102.1,0.611,0.00262,0.00065,0.0,0.6456,0.6087,0.5797,es,1,concrete,1.0,Describes specific tangible object (church).
474,2361.78,2364.41,5780253257012,5782884257012,Pero lo que hay afuera merece la subida.,-0.1854,-0.2184,0.518,0.3081,10.001,0.9112,0.662,walking,45.9557571,8.9333782,0.0,0.0,1,concrete,1.0,2.63,272.4,38.2,129.9,0.542,0.00259,0.00149,0.0,0.5089,0.5023,0.4292,es,1,concrete,1.0,Describes attributes of specific object (church).
475,2365.16,2366.22,5783627257012,5784692257012,"Es chiquito, solo está ahí.",-0.2571,-0.286,0.564,0.0324,9.844,0.3723,0.786,walking,45.9557533,8.9333611,0.9,0.0,1,concrete,1.0,1.06,65.0,0.0,0.0,0.324,0.00136,0.00043,0.0,0.47,0.5139,0.345,es,1,concrete,1.0,Describes physical attributes of church.
476,2368.08,2369.08,5786547257012,5787552257012,"Bueno, a mí siempre me regañan porque digo,",-0.0576,-0.3544,0.454,0.2627,10.381,0.6449,0.887,walking,45.9557571,8.9333258,0.0,0.0,3,aside,1.0,1.0,305.4,31.8,120.1,0.5,0.00255,0.00056,0.0,0.5449,0.4961,0.5468,es,3,aside,1.0,"Personal anecdote, procedural lead-in."
477,2370.03,2370.27,5788501257012,5788743257012,hasta arriba,-0.1054,-0.1704,0.554,0.034,9.824,0.3697,0.665,walking,45.9557571,8.9333076,0.0,0.0,3,aside,0.8,0.24,,,,0.0,0.00161,0.00042,0.0,,,,es,3,aside,0.8,Procedural talk for observation viewpoint.
478,2381.74,2386.19,5800212257012,5804663257012,de este asiento es que van a notar que la iglesia,-0.1976,-0.2206,0.463,0.1822,10.171,0.8018,0.659,walking,45.9557724,8.9331856,0.0,0.0,3,aside,0.8,4.45,267.9,59.9,216.5,0.279,0.00185,0.00074,0.0,0.5817,0.5833,0.6608,es,3,aside,0.8,Procedural instruction for observation.
479,2388.56,2394.22,5807030257012,5812687257012,"Ella también no está mirando, o sea, lo es, está mirando al monte San Giorgio, pero ¿quién tiene delante?",-0.1986,-0.1606,0.622,0.2594,10.144,1.0383,0.589,walking,45.9557838,8.9331474,0.0,0.0,1,concrete,0.9,5.66,264.0,53.9,182.7,0.367,0.00208,0.00132,0.034,0.5882,0.5444,0.671,es,1,concrete,0.9,Describes orientation of physical object (church).
480,2395.08,2398.1,5813546257012,5816573257012,tiene un cementerio delante.,-0.221,-0.2879,1.03,0.2595,9.896,1.0662,0.148,scanning,45.95578,8.9331303,0.0,0.0,1,concrete,1.0,3.02,230.1,89.8,292.2,0.789,0.00205,0.00077,0.0,0.6612,0.6552,0.7122,es,1,concrete,1.0,Direct observation of a specific feature.
481,2398.18,2399.97,5816653257012,5818437257012,"Su propio cementerio está delante, no está atrás.",-0.0567,-0.3426,0.835,0.2848,9.995,1.452,0.22,scanning,45.95578,8.9331236,0.0,0.111,1,concrete,1.0,1.79,204.8,30.2,121.1,0.804,0.00242,0.00166,0.089,0.417,0.4824,0.2468,es,1,concrete,1.0,Specific description of a physical feature's location.
482,2400.03,2400.23,5818501257012,5818702257012,En el 95%.,-0.3223,-0.1633,0.419,0.0053,12.421,0.499,0.443,scanning,45.95578,8.9331179,0.0,1.0,2,contextual,0.9,0.2,,,,0.0,0.00168,0.00034,0.0,,,,es,2,contextual,0.9,"Incomplete, sets up a generalization/statistic."
483,2405.47,2409.14,5823935257012,5827608257012,"de las iglesias católicas del planeta, el cementerio está atrás.",0.2385,-0.2617,1.056,0.1661,10.096,0.6471,0.665,walking,45.9557838,8.9330626,0.0,0.0,2,contextual,1.0,3.67,263.2,41.0,180.6,0.852,0.0022,0.00065,0.0,0.6434,0.6131,0.7209,es,2,contextual,1.0,Generalization about typical church layout globally.
484,2411.57,2414.97,5830042257012,5833437257012,"Cuando el cementerio está adelante, sucede algo.",-0.1185,-0.3911,0.6,0.2659,9.951,0.9446,0.736,walking,45.9557724,8.9330225,0.0,0.0,2,contextual,1.0,3.4,299.9,42.0,151.2,0.505,0.002,0.0019,0.402,0.5965,0.5756,0.7766,es,2,contextual,1.0,"Framing, introduces significance or interpretation."
485,2416.4,2419.47,5834873257012,5837943257012,"O sea, los antepasados están ahí puestos a contacto con algo que por alguna razón es más importante",0.2428,-0.2857,0.638,0.11,9.959,0.4951,0.074,scanning,45.95578,8.9330082,0.0,0.0,2,contextual,1.0,3.07,287.9,45.5,210.2,0.979,0.00153,0.00078,0.0,0.5552,0.4884,0.5525,es,2,contextual,1.0,Interpretation of cultural/historical significance.
486,2434.79,2437.04,5853260257012,5855507257012,"Bueno, el bosque, un poquito de bosque que era.",0.09,-0.2015,0.855,0.3079,10.021,0.8894,0.431,scanning,45.955822,8.93293,0.0,0.0,1,concrete,1.0,2.25,272.4,23.7,125.5,0.239,0.00199,0.00095,0.0,0.4653,0.4592,0.4641,es,1,concrete,1.0,Direct observation of a physical feature (forest).
487,2437.06,2438.5,5855527257012,5856971257012,Eso a mí me gusta.,-0.1032,-0.2781,0.909,0.3684,10.012,0.8273,0.482,scanning,45.9558144,8.9329309,0.0,0.0,3,aside,1.0,1.44,230.6,13.0,40.7,0.283,0.00129,0.00058,0.0,0.4581,0.5082,0.4163,es,3,aside,1.0,Personal opinion/comment from the expert.
488,2441.53,2446.46,5860002257012,5864934257012,"En ambas esas iglesias, aunque uno solo haya ese pequeño camino,",-0.0601,-0.2411,0.644,0.2117,9.986,0.5283,0.45,scanning,45.9558182,8.9329338,0.0,0.0,2,contextual,0.9,4.93,306.3,32.8,145.0,0.787,0.00192,0.00061,0.0,0.4099,0.4499,0.4583,es,2,contextual,0.9,Sets context or condition for what follows.
489,2447.38,2451.91,5865848257012,5870376257012,"tiene la oportunidad de conocer, entrar en contacto, entender las hallas que son estas alatas.",-0.1055,-0.1882,1.02,0.2271,9.982,0.5632,0.514,walking,45.9558372,8.9329233,0.0,0.0,1,concrete,1.0,4.53,241.6,24.9,106.7,0.845,0.00189,0.00089,0.0,0.457,0.4735,0.4957,es,1,concrete,1.0,Explains what specific features (beeches) are.
490,2455.51,2459.95,5873982257012,5878417257012,Y en comparación con esas más oscuras que son casi,-0.16,-0.3097,0.656,0.2032,10.006,0.8101,0.148,scanning,45.9558487,8.9329185,0.045,0.0,1,concrete,1.0,4.44,218.7,14.1,98.6,0.576,0.00142,0.00038,0.0,0.3684,0.4116,0.4665,es,1,concrete,1.0,Describes characteristics for comparison of features.
491,2460.03,2460.53,5878501257012,5879003257012,"Ya lo reconocen, ¿no?",-0.0658,-0.3522,0.559,0.0661,9.83,0.4568,0.074,scanning,45.9558449,8.9329214,0.0,0.0,3,aside,1.0,0.5,,,,0.0,0.00135,0.00026,0.0,0.4728,0.5517,0.7428,es,3,aside,1.0,Direct question to audience (procedural).
492,2460.59,2461.26,5879063257012,5879725257012,Ya los ven fácilmente.,0.1005,-0.3433,0.444,0.0141,9.984,0.2458,0.074,dwelling,45.9558487,8.9329224,0.0,0.0,3,aside,1.0,0.67,161.4,49.5,121.0,0.857,0.00536,0.00394,0.143,0.5422,0.5042,0.627,es,3,aside,1.0,Direct comment to audience (interactive).
493,2467.36,2468.9,5885825257012,5887369257012,¿Y a qué arrasaron con toda la vegetación?,-0.1895,-0.195,0.605,0.1949,9.83,1.3518,0.451,scanning,45.9558601,8.9329224,0.0,0.188,2,contextual,1.0,1.54,123.9,11.6,47.1,0.918,0.00898,0.00411,0.061,0.232,0.307,0.318,es,2,contextual,1.0,Asks for explanation or cause of a state.
494,2468.98,2469.9,5887449257012,5888371257012,Por un área pequeña.,-0.1212,-0.2074,0.491,0.0469,10.077,0.5032,0.432,scanning,45.955864,8.9329233,0.0,0.0,1,concrete,1.0,0.92,111.4,4.9,14.9,0.724,0.00442,0.00278,0.138,0.3128,0.3868,0.5296,es,1,concrete,1.0,Describes the extent of a physical area.
495,2476.28,2478.73,5894752257012,5897200257012,"Subiendo acá, empezamos a ver qué significa orientarse donde hay una montaña.",-0.3136,-0.1949,1.116,0.2006,10.13,0.7074,0.731,walking,45.9558983,8.9329462,0.0,0.0,2,contextual,0.9,2.45,310.3,33.2,120.7,0.623,0.00124,0.00038,0.0,0.562,0.5215,0.5083,es,2,contextual,0.9,Framing the concept of orientation in mountains.
496,2482.68,2489.91,5901147257012,5908377257012,lo que no hemos visto adentro en la Madonna del Longhero lo vamos a ver afuera de aquí,-0.1203,-0.1998,1.314,0.3442,10.129,0.8754,0.79,walking,45.9559364,8.933033,0.0,0.0,2,contextual,0.9,7.23,292.9,32.9,155.2,0.606,0.00164,0.00084,0.027,0.6281,0.5545,0.5432,es,2,contextual,0.9,"Sets up a contrast, guides the tour."
497,2490.05,2490.33,5908521257012,5908801257012,¡Suscríbete!,0.472,-0.1024,0.572,0.0504,8.032,0.4089,0.665,walking,45.9559479,8.9330645,0.0,0.0,3,aside,0.9,0.28,,,,0.0,0.00113,0.00047,0.0,,,,es,3,aside,0.9,"Call to action, off-topic for the walk."
498,2502.82,2506.0,5921295257012,5924466257012,Esto es un muro hecho según el sistema antiguo.,0.2476,-0.3069,0.588,0.1519,9.874,0.6918,0.898,walking,45.9560089,8.9331961,0.0,0.0,1,concrete,0.9,3.18,301.0,25.7,146.8,0.45,0.00108,0.00038,0.0,0.7965,0.7259,0.2678,es,1,concrete,0.9,Identifies and describes a physical feature.
499,2508.1,2510.27,5926574257012,5928738257012,"Hay una roca desbastada, hay pequeñas cuñas que sirven para ajustar.",-0.0716,-0.403,0.303,0.1347,9.988,0.4745,0.591,walking,45.956028,8.9331741,0.0,0.409,1,concrete,0.9,2.17,252.8,34.5,148.0,0.721,0.00272,0.00124,0.0,0.4003,0.3872,0.3892,es,1,concrete,0.9,Describes parts and function of the wall.
500,2516.75,2516.81,5935217257012,5935277257012,Ok.,-0.2211,-0.6812,0.398,0.0,9.602,1.448,0.074,scanning,45.9560394,8.9331799,0.0,0.0,3,aside,0.9,0.06,,,,,,,,,,,es,3,aside,0.9,"Filler word, acknowledgement."
501,2516.83,2518.48,5935297257012,5936948257012,"¿Pero en los años 50, 60?",-0.037,-0.4785,0.362,0.1143,9.963,0.2836,0.074,scanning,45.9560394,8.9331799,0.0,0.0,2,contextual,0.9,1.65,304.3,34.9,110.3,0.288,0.00241,0.00178,0.038,0.3889,0.3728,0.4352,es,2,contextual,0.9,"Introduces historical context, sets up contrast."
502,2521.83,2523.64,5940299257012,5942107257012,introdujeron esto que no es necesario,0.0013,-0.4831,0.332,0.1507,9.909,0.1549,0.0,dwelling,45.9560394,8.9331799,0.0,0.0,1,concrete,0.9,1.81,196.7,16.9,59.8,0.509,0.00141,0.00021,0.0,0.3836,0.4298,0.4505,es,1,concrete,0.9,Describes a specific introduced construction element.
503,2528.1,2530.15,5946567257012,5948616257012,y esto quita la transpiración de la pared.,-0.0778,-0.4752,0.372,0.1764,10.052,0.8156,0.0,scanning,45.9560394,8.9331799,0.0,0.0,1,concrete,0.9,2.05,224.9,44.7,211.1,0.831,0.00178,0.00075,0.0,0.3825,0.4385,0.3672,es,1,concrete,0.9,Explains effect of element on the wall.
504,2532.39,2534.51,5950855257012,5952980257012,Aquí hasta ahí se van así con el dedo.,-0.2029,-0.1873,0.405,0.2201,9.937,0.1911,0.0,dwelling,45.9560394,8.9331799,0.0,0.0,1,concrete,0.9,2.12,197.3,30.3,110.7,0.731,0.00115,0.00028,0.0,0.4625,0.5066,0.5258,es,1,concrete,0.9,Describes a specific construction detail/technique.
505,2534.53,2536.11,5953000257012,5954584257012,Pero ese es el muro como debería ser.,0.0339,-0.3302,0.379,0.2463,9.946,0.0894,0.0,dwelling,45.9560394,8.9331799,0.0,0.0,2,contextual,0.9,1.58,328.0,33.3,109.9,0.4,0.00151,0.00076,0.0,0.6233,0.6212,0.7223,es,2,contextual,0.9,"Evaluative comment, states ideal construction method."
506,2540.26,2540.32,5958734257012,5958785257012,Gracias.,-0.1511,-0.3383,0.351,0.0,12.213,0.5693,0.0,scanning,45.9560394,8.9331799,0.0,0.0,3,aside,0.9,0.06,,,,,,,,,,,es,3,aside,0.9,Polite interjection.
507,2551.9,2553.71,5970374257012,5972179257012,¡Gracias por ver el video!,0.0991,-0.3263,0.934,0.2433,9.932,0.9203,0.952,walking,45.9560661,8.9331341,0.0,0.0,3,aside,0.9,1.81,341.6,32.0,106.6,0.544,0.00176,0.00039,0.0,0.5982,0.5109,0.439,es,3,aside,0.9,Off-topic sign-off to audience.
508,2559.16,2560.32,5977630257012,5978795257012,el techo de cementerio y esta iglesia.,-0.4326,-0.1115,0.63,0.1333,9.976,0.8329,0.423,scanning,45.9560318,8.9330959,0.0,0.0,1,concrete,0.9,1.16,310.6,48.0,138.4,1.0,0.00094,0.00022,0.0,0.5409,0.4804,0.6223,es,1,concrete,0.9,Names specific physical objects/structures.
509,2560.34,2560.69,5978815257012,5979156257012,¿Lo ves?,-0.2388,-0.1056,0.738,0.0224,9.934,0.1124,0.423,dwelling,45.9560318,8.9330959,0.0,0.0,3,aside,0.9,0.35,225.4,12.8,42.1,1.0,0.00117,0.00022,0.0,,,,es,3,aside,0.9,"Procedural question, seeking confirmation."
510,2566.0,2567.51,5984471257012,5985981257012,"Es casi, casi mediodía.",0.1039,-0.3172,0.761,0.0995,9.924,0.5317,0.147,scanning,45.9560394,8.9330931,0.0,0.067,3,aside,0.9,1.51,286.8,14.4,48.5,0.792,0.00134,0.0005,0.0,0.5444,0.5213,0.4504,es,3,aside,0.9,"Time observation, not core content."
511,2567.55,2567.99,5986022257012,5986465257012,Vamos a ver.,-0.1607,-0.4585,0.386,0.0147,10.083,1.3449,0.147,scanning,45.9560394,8.9330912,0.8,1.0,3,aside,0.9,0.44,,,,0.0,0.00134,0.00023,0.0,0.4877,0.4687,0.5318,es,3,aside,0.9,"Procedural, indicating next action."
512,2589.09,2589.16,6007563257012,6007626257012,Ok.,-0.1685,-0.5984,0.326,0.0,9.802,0.027,0.0,dwelling,45.9560394,8.9330864,0.0,0.0,3,aside,1.0,0.07,,,,,,,,,,,es,3,aside,1.0,Filler word.
513,2593.58,2594.84,6012047257012,6013309257012,acá lo vemos súper bien.,-0.1384,-0.583,0.301,0.0454,9.816,0.0393,0.0,dwelling,45.9560394,8.9330854,1.0,1.0,3,aside,0.9,1.26,224.2,13.2,53.9,0.7,0.00164,0.00036,0.0,0.5088,0.5549,0.5341,es,3,aside,0.9,Directing attention to a feature.
514,2594.86,2595.06,6013329257012,6013530257012,¿Ves?,-0.0873,-0.4693,0.251,0.0033,9.779,0.0527,0.0,dwelling,45.9560394,8.9330854,1.0,1.0,3,aside,0.9,0.2,69.9,7.7,20.8,1.0,0.00134,0.00035,0.0,,,,es,3,aside,0.9,"Conversational check, confirming observation."
515,2595.08,2597.64,6013550257012,6016115257012,Está mirando la punta de la montaña que se encuentra acá.,-0.1086,-0.5244,0.272,0.0479,9.816,0.1064,0.0,dwelling,45.9560394,8.9330854,1.0,1.0,1,concrete,1.0,2.56,140.5,85.8,235.4,0.716,0.00112,0.00037,0.0,0.3695,0.4102,0.5094,es,1,concrete,1.0,Describes concrete feature (mountain peak).
516,2601.77,2604.06,6020236257012,6022526257012,Y si pongo la brújula lo vamos a ver más.,-0.0992,-0.5526,0.307,0.0497,9.813,0.1156,0.074,dwelling,45.9560356,8.9330845,1.0,1.0,2,contextual,0.9,2.29,180.2,113.3,247.8,0.5,0.00129,0.00025,0.0,0.3002,0.349,0.3815,es,2,contextual,0.9,Explains method for a concrete observation.
517,2614.55,2615.28,6033023257012,6033746257012,"Ya ves, ese es el sur.",-0.1435,-0.5572,0.389,0.0818,9.962,0.3643,0.428,scanning,45.9560394,8.9330759,0.0,0.0,1,concrete,1.0,0.73,65.0,0.0,0.0,0.261,0.00106,0.00027,0.0,0.3753,0.3748,0.3831,es,1,concrete,1.0,States concrete fact about direction/orientation.
518,2615.7,2615.8,6034168257012,6034268257012,Sí.,-0.0742,-0.4988,0.509,0.0,10.278,0.3983,0.368,scanning,45.9560394,8.933073,0.0,1.0,3,aside,1.0,0.1,,,,0.0,0.00078,0.00018,0.0,,,,es,3,aside,1.0,Filler/affirmation.
519,2619.01,2625.43,6037482257012,6043897257012,"O sea, para que la iglesia fuera orientada correctamente debería tener la puerta aquí.",-0.225,-0.3347,0.429,0.1489,9.929,0.7379,0.074,scanning,45.9560432,8.9330692,0.0,0.469,2,contextual,0.9,6.42,239.8,39.3,175.8,0.567,0.01698,0.05377,0.905,0.4887,0.4571,0.5114,es,2,contextual,0.9,Contextualizes church orientation based on prior fact.
520,2626.92,2627.64,6045393257012,6046115257012,Hacia el monte San Giorgio.,-0.0153,-0.2483,0.542,0.2458,10.009,0.789,0.074,scanning,45.9560471,8.9330654,0.0,0.143,2,contextual,0.9,0.72,186.6,15.7,74.4,1.0,0.00162,0.00025,0.0,0.3488,0.3496,0.4824,es,2,contextual,0.9,Specifies location within contextual elaboration.
